id,age_cat,c_charge_degree,race,sex,priors_count,two_year_recid
4752,Greater than 45,F,Hispanic,Female,0,0
4753,Greater than 45,M,African-American,Male,0,0
4754,25 - 45,F,Caucasian,Male,1,1
4755,Greater than 45,M,African-American,Male,1,1
4756,Less than 25,F,African-American,Male,2,1
4757,Greater than 45,F,African-American,Male,4,1
4758,Greater than 45,F,Caucasian,Male,3,0
4759,25 - 45,F,African-American,Male,15,0
4760,Less than 25,F,African-American,Male,8,1
4761,25 - 45,F,Caucasian,Male,2,0
4762,25 - 45,F,Hispanic,Male,13,0
4763,25 - 45,M,African-American,Male,1,1
4764,25 - 45,M,African-American,Male,9,1
4765,25 - 45,F,African-American,Male,6,0
4766,25 - 45,M,African-American,Male,1,0
4767,Greater than 45,M,African-American,Male,12,0
4768,25 - 45,F,African-American,Male,3,1
4769,Less than 25,F,Caucasian,Male,1,1
4770,Greater than 45,M,Caucasian,Female,0,0
4771,Less than 25,F,African-American,Female,0,0
4772,25 - 45,F,African-American,Male,8,0
4773,25 - 45,F,African-American,Male,9,0
4774,25 - 45,M,African-American,Male,1,0
4775,25 - 45,F,African-American,Male,1,0
4776,25 - 45,F,African-American,Male,5,1
4777,Less than 25,M,Caucasian,Male,2,1
4778,Greater than 45,F,African-American,Male,7,1
4779,Less than 25,F,African-American,Male,2,1
4780,25 - 45,F,Hispanic,Male,0,0
4781,Less than 25,M,Caucasian,Male,4,1
4782,25 - 45,M,African-American,Male,1,0
4783,25 - 45,M,Caucasian,Male,1,0
4784,25 - 45,M,African-American,Male,0,0
4785,Greater than 45,M,Caucasian,Female,0,1
4786,25 - 45,M,African-American,Male,1,0
4787,25 - 45,F,African-American,Female,4,0
4788,25 - 45,F,Caucasian,Male,0,1
4789,Greater than 45,M,African-American,Male,0,0
4790,25 - 45,F,African-American,Male,14,1
4791,25 - 45,F,African-American,Male,5,1
4792,Less than 25,F,African-American,Male,15,1
4793,Greater than 45,M,Caucasian,Male,0,0
4794,25 - 45,F,African-American,Female,15,1
4795,Greater than 45,F,Hispanic,Male,0,0
4796,25 - 45,F,Caucasian,Male,0,1
4797,Less than 25,F,Caucasian,Male,0,1
4798,25 - 45,F,African-American,Male,10,0
4799,25 - 45,F,Caucasian,Male,2,0
4800,25 - 45,F,Caucasian,Male,0,0
4801,Less than 25,F,African-American,Male,1,1
4802,25 - 45,F,African-American,Male,0,0
4803,Less than 25,M,African-American,Female,0,0
4804,25 - 45,M,African-American,Female,0,0
4805,Less than 25,F,African-American,Female,2,0
4806,Less than 25,F,Caucasian,Male,1,0
4807,25 - 45,F,African-American,Female,2,1
4808,Greater than 45,F,Caucasian,Female,0,0
4809,Less than 25,M,African-American,Male,0,0
4810,25 - 45,M,African-American,Male,5,1
4811,25 - 45,M,Caucasian,Female,1,0
4812,25 - 45,F,African-American,Female,2,1
4813,Less than 25,F,African-American,Male,0,0
4814,25 - 45,F,Caucasian,Male,8,0
4815,Less than 25,M,African-American,Female,0,1
4816,Less than 25,M,Caucasian,Male,0,0
4817,25 - 45,F,Caucasian,Female,0,1
4818,Less than 25,M,African-American,Male,0,0
4819,25 - 45,M,African-American,Male,5,0
4820,Less than 25,M,Caucasian,Male,0,1
4821,Less than 25,F,African-American,Male,0,0
4822,25 - 45,F,African-American,Male,9,1
4823,Less than 25,F,African-American,Male,0,1
4824,Less than 25,F,African-American,Female,2,1
4825,Less than 25,F,Other,Male,0,1
4826,Less than 25,F,African-American,Female,0,0
4827,Less than 25,F,African-American,Male,3,1
4828,25 - 45,F,Caucasian,Male,0,0
4829,Less than 25,F,Caucasian,Male,0,0
4830,Less than 25,F,African-American,Male,0,1
4831,Greater than 45,F,Caucasian,Male,0,0
4832,25 - 45,F,African-American,Female,7,1
4833,Greater than 45,F,African-American,Female,0,0
4834,25 - 45,M,African-American,Male,9,1
4835,Greater than 45,M,African-American,Male,7,1
4836,Greater than 45,M,African-American,Female,2,1
4837,25 - 45,F,African-American,Male,6,1
4838,Greater than 45,F,Caucasian,Female,0,0
4839,25 - 45,M,Caucasian,Male,0,1
4840,Greater than 45,F,Caucasian,Male,0,0
4841,25 - 45,F,Caucasian,Male,5,1
4842,25 - 45,F,African-American,Female,1,0
4843,Greater than 45,F,African-American,Male,1,0
4844,25 - 45,M,Other,Male,5,0
4845,Greater than 45,M,African-American,Male,13,0
4846,25 - 45,F,African-American,Female,6,0
4847,25 - 45,F,African-American,Male,0,0
4848,Greater than 45,M,African-American,Male,0,0
4849,25 - 45,M,Caucasian,Male,1,0
4850,Greater than 45,F,African-American,Male,5,0
4851,Less than 25,F,Caucasian,Male,0,0
4852,25 - 45,F,Caucasian,Female,0,0
4853,25 - 45,M,Hispanic,Female,1,0
4854,25 - 45,F,Caucasian,Male,4,1
4855,25 - 45,M,African-American,Male,6,0
4856,25 - 45,F,Hispanic,Female,2,1
4857,25 - 45,M,Caucasian,Male,0,0
4858,Greater than 45,F,Caucasian,Male,0,1
4859,25 - 45,F,African-American,Female,1,0
4860,25 - 45,F,African-American,Male,5,1
4861,Greater than 45,F,African-American,Male,5,1
4862,Less than 25,M,Caucasian,Male,0,0
4863,25 - 45,F,African-American,Male,2,0
4864,Less than 25,F,Other,Female,0,0
4865,25 - 45,F,African-American,Male,3,1
4866,25 - 45,F,African-American,Female,1,0
4867,25 - 45,F,African-American,Female,7,1
4868,25 - 45,F,African-American,Male,0,0
4869,Greater than 45,M,Hispanic,Male,0,0
4870,Less than 25,F,African-American,Male,2,1
4871,25 - 45,M,Other,Female,2,1
4872,25 - 45,F,African-American,Male,7,1
4873,Greater than 45,M,Caucasian,Male,5,0
4874,25 - 45,F,African-American,Male,5,1
4875,Greater than 45,F,African-American,Female,1,0
4876,Less than 25,F,African-American,Male,1,0
4877,25 - 45,M,Caucasian,Male,0,0
4878,25 - 45,M,Hispanic,Male,6,1
4879,25 - 45,F,African-American,Male,0,0
4880,25 - 45,M,Hispanic,Female,0,0
4881,25 - 45,M,African-American,Male,11,1
4882,25 - 45,F,African-American,Female,10,1
4883,Less than 25,F,African-American,Male,0,1
4884,Greater than 45,F,Caucasian,Male,0,0
4885,25 - 45,F,Caucasian,Female,0,0
4886,Less than 25,M,African-American,Male,4,0
4887,Less than 25,F,African-American,Male,2,1
4888,Greater than 45,M,Caucasian,Male,1,0
4889,25 - 45,M,Caucasian,Male,0,1
4890,Greater than 45,F,Caucasian,Male,0,0
4891,Greater than 45,M,African-American,Male,2,0
4892,25 - 45,F,African-American,Male,0,0
4893,25 - 45,M,African-American,Male,1,0
4894,25 - 45,M,African-American,Male,1,0
4895,25 - 45,M,African-American,Male,0,0
4896,25 - 45,M,Caucasian,Male,3,1
4897,25 - 45,F,African-American,Male,8,1
4898,Less than 25,M,African-American,Male,1,0
4899,Less than 25,F,African-American,Male,5,1
4900,25 - 45,M,Other,Male,0,0
4901,25 - 45,F,Caucasian,Male,4,0
4902,25 - 45,F,Other,Male,2,0
4903,25 - 45,F,Hispanic,Male,0,1
4904,25 - 45,M,Hispanic,Male,2,1
4905,25 - 45,F,African-American,Male,9,0
4906,25 - 45,M,African-American,Male,0,0
4907,Less than 25,M,African-American,Female,0,0
4908,Less than 25,F,African-American,Male,4,0
4909,25 - 45,M,African-American,Female,0,0
4910,Less than 25,M,African-American,Male,0,1
4911,Less than 25,F,African-American,Male,1,0
4912,25 - 45,M,African-American,Male,0,0
4913,25 - 45,F,African-American,Male,0,0
4914,25 - 45,F,Other,Male,0,0
4915,25 - 45,F,African-American,Male,9,1
4916,Greater than 45,F,Caucasian,Male,3,0
4917,25 - 45,F,African-American,Male,2,0
4918,Greater than 45,M,Caucasian,Male,0,0
4919,25 - 45,M,African-American,Male,2,1
4920,Less than 25,F,African-American,Male,1,0
4921,Less than 25,F,African-American,Male,1,0
4922,Less than 25,F,Caucasian,Male,0,1
4923,25 - 45,F,African-American,Male,0,0
4924,25 - 45,F,African-American,Male,10,1
4925,25 - 45,M,Caucasian,Male,3,0
4926,25 - 45,M,Hispanic,Female,0,0
4927,Greater than 45,M,Other,Male,5,1
4928,25 - 45,F,Caucasian,Male,0,0
4929,Less than 25,M,African-American,Male,0,0
4930,25 - 45,F,Other,Male,1,0
4931,25 - 45,F,African-American,Male,11,0
4932,25 - 45,F,Caucasian,Male,4,0
4933,25 - 45,F,Other,Female,0,0
4934,Greater than 45,M,Caucasian,Male,0,0
4935,25 - 45,F,African-American,Male,2,0
4936,25 - 45,M,Other,Male,0,0
4937,25 - 45,F,African-American,Female,4,0
4938,25 - 45,F,Caucasian,Male,0,0
4939,25 - 45,M,Hispanic,Female,0,1
4940,25 - 45,M,Hispanic,Male,2,0
4941,Less than 25,M,African-American,Male,0,0
4942,25 - 45,M,African-American,Male,0,1
4943,25 - 45,F,African-American,Male,2,1
4944,25 - 45,F,African-American,Male,14,0
4945,25 - 45,F,African-American,Male,2,1
4946,Greater than 45,M,Caucasian,Female,0,0
4947,25 - 45,F,African-American,Male,6,1
4948,25 - 45,M,Other,Male,3,0
4949,Less than 25,F,African-American,Male,0,0
4950,Less than 25,F,Caucasian,Male,1,0
4951,25 - 45,F,African-American,Male,1,0
4952,25 - 45,M,African-American,Male,3,1
4953,25 - 45,M,African-American,Male,1,0
4954,Greater than 45,M,Caucasian,Male,0,0
4955,Less than 25,F,African-American,Male,1,1
4956,Greater than 45,M,African-American,Male,14,0
4957,Less than 25,F,Hispanic,Male,0,1
4958,Greater than 45,F,Caucasian,Male,2,1
4959,25 - 45,F,African-American,Male,6,0
4960,25 - 45,M,African-American,Female,3,1
4961,25 - 45,F,African-American,Male,4,0
4962,Greater than 45,M,Other,Male,0,0
4963,Greater than 45,M,African-American,Male,0,0
4964,25 - 45,F,African-American,Male,3,1
4965,25 - 45,F,African-American,Male,13,1
4966,Less than 25,M,Caucasian,Male,0,0
4967,Greater than 45,M,Other,Male,0,0
4968,Greater than 45,M,Caucasian,Male,0,0
4969,25 - 45,M,Hispanic,Male,0,0
4970,25 - 45,F,Other,Male,1,0
4971,Greater than 45,F,Other,Female,1,0
4972,25 - 45,M,African-American,Male,3,1
4973,25 - 45,M,Hispanic,Male,0,0
4974,25 - 45,F,Caucasian,Female,0,1
4975,25 - 45,F,Other,Female,0,0
4976,25 - 45,F,African-American,Male,0,0
4977,Greater than 45,F,African-American,Male,4,0
4978,25 - 45,M,African-American,Male,9,1
4979,Less than 25,M,African-American,Male,1,0
4980,25 - 45,F,African-American,Male,1,1
4981,25 - 45,M,African-American,Female,0,1
4982,Less than 25,M,African-American,Female,0,0
4983,25 - 45,F,Other,Male,5,0
4984,25 - 45,F,Hispanic,Male,3,1
4985,25 - 45,F,Caucasian,Male,1,0
4986,25 - 45,M,African-American,Male,2,0
4987,25 - 45,F,Caucasian,Male,0,0
4988,25 - 45,F,Caucasian,Female,1,0
4989,Less than 25,F,African-American,Male,3,1
4990,Less than 25,F,Other,Male,1,1
4991,25 - 45,F,African-American,Male,4,1
4992,25 - 45,F,Hispanic,Male,1,0
4993,25 - 45,F,Caucasian,Female,0,0
4994,25 - 45,M,Caucasian,Male,0,1
4995,Less than 25,M,African-American,Male,0,1
4996,Greater than 45,M,Caucasian,Female,0,0
4997,25 - 45,F,Caucasian,Male,0,0
4998,Less than 25,M,Caucasian,Male,0,1
4999,25 - 45,M,African-American,Male,7,1
5000,25 - 45,M,Other,Female,0,0
5001,Less than 25,F,African-American,Female,1,1
5002,25 - 45,F,African-American,Male,10,1
5003,Less than 25,M,Caucasian,Male,1,0
5004,25 - 45,M,African-American,Male,3,1
5005,25 - 45,M,Caucasian,Male,7,0
5006,25 - 45,F,Caucasian,Male,3,1
5007,25 - 45,M,African-American,Male,0,0
5008,25 - 45,F,Caucasian,Male,1,0
5009,Less than 25,M,Caucasian,Male,3,0
5010,Greater than 45,M,Caucasian,Female,0,0
5011,Greater than 45,M,Caucasian,Male,2,0
5012,25 - 45,M,Hispanic,Male,0,0
5013,25 - 45,F,African-American,Male,2,0
5014,25 - 45,M,Hispanic,Male,0,0
5015,Greater than 45,F,Caucasian,Female,15,0
5016,Greater than 45,F,Caucasian,Male,0,0
5017,Greater than 45,M,African-American,Male,1,0
5018,25 - 45,F,African-American,Male,1,0
5019,Less than 25,M,African-American,Male,1,0
5020,Greater than 45,F,Caucasian,Male,0,0
5021,25 - 45,F,Caucasian,Male,2,1
5022,Greater than 45,F,African-American,Male,2,0
5023,Greater than 45,F,Caucasian,Male,1,0
5024,Greater than 45,M,Caucasian,Male,8,0
5025,25 - 45,M,Other,Male,2,1
5026,25 - 45,F,Hispanic,Male,17,1
5027,25 - 45,M,Caucasian,Male,3,0
5028,Greater than 45,F,African-American,Male,6,0
5029,Less than 25,F,African-American,Female,0,0
5030,25 - 45,M,Caucasian,Male,2,1
5031,Less than 25,F,African-American,Male,0,0
5032,25 - 45,F,Caucasian,Male,0,0
5033,Greater than 45,M,Hispanic,Female,0,0
5034,25 - 45,F,African-American,Male,8,0
5035,25 - 45,M,Hispanic,Male,1,1
5036,Less than 25,F,African-American,Male,0,0
5037,Greater than 45,F,Caucasian,Male,1,0
5038,Greater than 45,M,African-American,Male,11,1
5039,Greater than 45,M,African-American,Female,3,0
5040,25 - 45,F,African-American,Female,5,1
5041,25 - 45,F,African-American,Female,0,0
5042,25 - 45,F,African-American,Male,12,1
5043,25 - 45,F,Hispanic,Female,0,0
5044,25 - 45,F,African-American,Male,5,1
5045,25 - 45,F,African-American,Male,9,1
5046,25 - 45,M,Other,Male,0,0
5047,25 - 45,F,Caucasian,Female,0,0
5048,Less than 25,M,African-American,Male,3,1
5049,Greater than 45,M,Caucasian,Male,3,0
5050,Greater than 45,M,Caucasian,Male,2,0
5051,25 - 45,F,Native American,Female,5,1
5052,25 - 45,M,African-American,Male,0,0
5053,25 - 45,F,Hispanic,Male,5,0
5054,Greater than 45,F,African-American,Male,17,1
5055,25 - 45,F,Hispanic,Male,1,1
5056,Less than 25,M,African-American,Male,0,0
5057,25 - 45,M,Caucasian,Male,2,0
5058,Greater than 45,M,Caucasian,Male,0,0
5059,25 - 45,M,Caucasian,Male,1,0
5060,25 - 45,F,Hispanic,Female,14,0
5061,Greater than 45,M,Other,Male,0,0
5062,Less than 25,M,African-American,Female,2,1
5063,Less than 25,F,Other,Male,1,1
5064,Greater than 45,F,Caucasian,Female,1,0
5065,25 - 45,F,Caucasian,Male,0,0
5066,Less than 25,F,African-American,Male,0,0
5067,25 - 45,F,African-American,Male,17,1
5068,25 - 45,F,Caucasian,Male,1,0
5069,25 - 45,F,African-American,Male,3,0
5070,25 - 45,F,Caucasian,Male,1,0
5071,25 - 45,M,African-American,Male,8,1
5072,25 - 45,F,Caucasian,Female,0,0
5073,Less than 25,F,Caucasian,Male,0,0
5074,25 - 45,M,African-American,Male,5,1
5075,Less than 25,F,African-American,Female,0,1
5076,Greater than 45,M,Caucasian,Female,0,0
5077,25 - 45,F,Other,Male,4,1
5078,25 - 45,F,African-American,Male,3,1
5079,25 - 45,M,Hispanic,Male,1,0
5080,25 - 45,F,African-American,Female,1,0
5081,25 - 45,F,Caucasian,Male,8,1
5082,25 - 45,M,African-American,Male,4,1
5083,25 - 45,F,African-American,Female,8,1
5084,25 - 45,F,African-American,Male,8,1
5085,Less than 25,M,African-American,Male,1,0
5086,25 - 45,F,Caucasian,Male,4,1
5087,Greater than 45,M,Caucasian,Male,0,0
5088,25 - 45,F,African-American,Male,10,0
5089,25 - 45,M,Caucasian,Female,1,0
5090,Greater than 45,M,African-American,Male,3,1
5091,25 - 45,F,Other,Male,0,0
5092,25 - 45,M,Caucasian,Male,0,0
5093,Greater than 45,M,Caucasian,Female,0,0
5094,Less than 25,F,African-American,Male,0,1
5095,25 - 45,F,African-American,Male,2,1
5096,25 - 45,F,African-American,Female,1,0
5097,25 - 45,M,African-American,Male,5,0
5098,25 - 45,F,African-American,Male,11,1
5099,25 - 45,M,African-American,Male,4,0
5100,Less than 25,M,African-American,Male,12,0
5101,Greater than 45,F,African-American,Male,11,0
5102,25 - 45,F,Caucasian,Female,3,0
5103,25 - 45,F,Caucasian,Male,11,0
5104,Greater than 45,F,Caucasian,Male,0,0
5105,Less than 25,F,Caucasian,Male,3,1
5106,25 - 45,F,African-American,Male,20,1
5107,25 - 45,F,Caucasian,Male,6,0
5108,25 - 45,M,African-American,Male,8,1
5109,Less than 25,M,Caucasian,Female,1,0
5110,Less than 25,M,African-American,Male,1,1
5111,25 - 45,F,Caucasian,Male,2,1
5112,25 - 45,F,African-American,Female,1,0
5113,Greater than 45,M,African-American,Male,3,1
5114,25 - 45,F,African-American,Male,1,1
5115,25 - 45,F,Caucasian,Male,4,1
5116,25 - 45,F,Hispanic,Female,1,0
5117,25 - 45,M,Caucasian,Male,0,0
5118,Less than 25,F,Other,Male,3,0
5119,25 - 45,M,African-American,Female,0,1
5120,25 - 45,M,Caucasian,Male,0,0
5121,Less than 25,M,Caucasian,Female,0,1
5122,25 - 45,M,Caucasian,Male,0,1
5123,25 - 45,M,African-American,Male,5,1
5124,Greater than 45,M,Caucasian,Male,4,1
5125,25 - 45,F,African-American,Male,4,1
5126,25 - 45,F,African-American,Female,6,0
5127,Greater than 45,F,Other,Male,20,1
5128,Less than 25,F,African-American,Male,0,0
5129,Greater than 45,F,Caucasian,Male,0,0
5130,25 - 45,F,Caucasian,Male,2,0
5131,25 - 45,M,Other,Male,1,1
5132,25 - 45,F,Caucasian,Female,3,1
5133,Greater than 45,F,Caucasian,Male,7,0
5134,Less than 25,M,Caucasian,Male,0,0
5135,Less than 25,M,African-American,Male,0,0
5136,25 - 45,F,African-American,Male,0,0
5137,25 - 45,F,African-American,Male,6,1
5138,Less than 25,M,African-American,Male,1,0
5139,Less than 25,M,Caucasian,Male,0,0
5140,25 - 45,M,African-American,Male,3,1
5141,Greater than 45,M,African-American,Male,0,0
5142,25 - 45,F,Other,Female,0,0
5143,Less than 25,F,African-American,Male,0,0
5144,25 - 45,M,Caucasian,Male,1,0
5145,25 - 45,F,African-American,Male,18,1
5146,Less than 25,M,Hispanic,Male,0,1
5147,Less than 25,F,African-American,Male,10,1
5148,Greater than 45,F,African-American,Male,13,1
5149,Greater than 45,F,African-American,Male,2,1
5150,Greater than 45,M,Caucasian,Male,0,1
5151,Greater than 45,F,African-American,Female,0,0
5152,25 - 45,F,African-American,Male,4,1
5153,Greater than 45,M,African-American,Female,4,0
5154,25 - 45,F,African-American,Female,7,1
5155,25 - 45,F,African-American,Male,9,0
5156,Less than 25,F,Other,Male,0,0
5157,25 - 45,F,African-American,Male,10,1
5158,Less than 25,F,African-American,Male,1,1
5159,25 - 45,F,African-American,Female,1,0
5160,25 - 45,F,Caucasian,Male,0,0
5161,25 - 45,F,Hispanic,Male,1,0
5162,Less than 25,F,African-American,Male,0,0
5163,25 - 45,M,African-American,Male,9,1
5164,Greater than 45,M,African-American,Male,2,0
5165,25 - 45,M,Caucasian,Male,9,1
5166,Less than 25,F,African-American,Male,0,1
5167,25 - 45,F,African-American,Male,14,1
5168,25 - 45,F,African-American,Male,23,0
5169,25 - 45,M,African-American,Male,0,0
5170,25 - 45,F,Caucasian,Male,4,1
5171,25 - 45,F,Caucasian,Male,1,0
5172,Greater than 45,M,Caucasian,Male,0,0
5173,Less than 25,F,African-American,Male,3,1
5174,Less than 25,M,Hispanic,Female,1,0
5175,Less than 25,F,Other,Male,0,0
5176,25 - 45,M,African-American,Male,2,0
5177,Less than 25,M,African-American,Male,1,1
5178,Greater than 45,M,Caucasian,Male,4,0
5179,25 - 45,F,Caucasian,Female,7,1
5180,25 - 45,F,African-American,Female,5,1
5181,25 - 45,M,African-American,Female,1,0
5182,25 - 45,F,African-American,Male,2,1
5183,Greater than 45,F,African-American,Male,1,0
5184,Greater than 45,F,Caucasian,Female,5,0
5185,25 - 45,M,Caucasian,Male,1,0
5186,25 - 45,F,African-American,Female,0,0
5187,Greater than 45,M,Caucasian,Female,0,0
5188,Less than 25,F,African-American,Male,1,1
5189,Less than 25,M,Hispanic,Female,0,0
5190,25 - 45,F,Caucasian,Male,0,0
5191,Greater than 45,M,African-American,Male,4,0
5192,Less than 25,F,African-American,Male,4,1
5193,25 - 45,M,Hispanic,Female,1,0
5194,Greater than 45,M,African-American,Male,0,0
5195,25 - 45,F,African-American,Male,0,0
5196,25 - 45,F,African-American,Male,9,1
5197,25 - 45,M,Caucasian,Male,2,1
5198,Greater than 45,M,Caucasian,Male,1,0
5199,Greater than 45,F,Caucasian,Male,0,0
5200,Greater than 45,F,African-American,Male,7,1
5201,Greater than 45,F,Caucasian,Male,1,0
5202,Greater than 45,F,African-American,Male,1,0
5203,Greater than 45,M,Caucasian,Male,0,0
5204,25 - 45,F,Caucasian,Male,0,0
5205,Greater than 45,M,Caucasian,Female,2,0
5206,Greater than 45,M,African-American,Female,9,0
5207,Less than 25,M,Asian,Male,1,0
5208,25 - 45,M,African-American,Male,2,1
5209,Less than 25,F,African-American,Female,0,1
5210,Less than 25,F,African-American,Male,1,1
5211,25 - 45,F,Caucasian,Male,5,0
5212,25 - 45,M,Caucasian,Male,3,1
5213,25 - 45,F,African-American,Male,1,0
5214,25 - 45,F,Caucasian,Male,1,0
5215,25 - 45,F,Caucasian,Male,0,0
5216,25 - 45,M,Caucasian,Female,0,1
5217,Less than 25,F,Hispanic,Male,2,0
5218,Greater than 45,M,African-American,Male,14,0
5219,25 - 45,M,African-American,Male,16,1
5220,Less than 25,M,Hispanic,Male,0,0
5221,25 - 45,F,Caucasian,Male,4,1
5222,25 - 45,M,African-American,Male,4,1
5223,25 - 45,F,African-American,Female,2,1
5224,25 - 45,M,Other,Male,0,0
5225,Greater than 45,F,African-American,Male,31,1
5226,25 - 45,F,African-American,Male,0,0
5227,25 - 45,F,African-American,Female,5,0
5228,25 - 45,M,African-American,Male,5,0
5229,25 - 45,F,African-American,Male,2,1
5230,Less than 25,F,African-American,Male,1,1
5231,Greater than 45,F,Caucasian,Male,2,0
5232,Greater than 45,F,African-American,Male,4,1
5233,25 - 45,M,Caucasian,Female,0,0
5234,25 - 45,M,African-American,Female,6,1
5235,Less than 25,F,African-American,Female,0,0
5236,25 - 45,F,Asian,Male,2,1
5237,Greater than 45,M,African-American,Male,0,0
5238,Greater than 45,M,Hispanic,Male,3,1
5239,Greater than 45,F,Caucasian,Male,0,0
5240,25 - 45,M,Other,Female,1,0
5241,Less than 25,F,Caucasian,Female,1,0
5242,25 - 45,F,African-American,Male,3,1
5243,25 - 45,F,Caucasian,Male,11,0
5244,Greater than 45,F,Hispanic,Female,1,1
5245,25 - 45,F,African-American,Female,1,1
5246,Greater than 45,F,African-American,Male,4,0
5247,Greater than 45,M,Caucasian,Male,8,0
5248,25 - 45,F,African-American,Male,3,0
5249,25 - 45,F,African-American,Female,9,1
5250,25 - 45,M,Caucasian,Male,5,0
5251,25 - 45,F,Caucasian,Female,3,0
5252,25 - 45,M,Hispanic,Male,1,0
5253,Less than 25,F,African-American,Male,0,1
5254,25 - 45,F,Caucasian,Male,2,0
5255,25 - 45,M,African-American,Male,12,1
5256,25 - 45,F,Caucasian,Male,4,0
5257,25 - 45,M,African-American,Male,2,0
5258,Greater than 45,M,Caucasian,Male,4,0
5259,25 - 45,M,African-American,Male,0,0
